,artists,album_name,track_name,popularity,explicit,danceability,energy,valence,duration_min,valence_category,cat_danceability,year,category,nominee,artist,winner
1553,Linkin Park,Hybrid Theory (20th Anniversary Edition),Crawling,53,False,0.581,0.699,0.282,3.4826666667,Negativo,Media,2001,Best Hard Rock Performance,Crawling,Linkin Park,True
1554,Darius & Finlay;Rusty,Fishing Music,In The Ghetto,0,False,0.58,0.712,0.482,2.65195,Neutro,Media,1974,Best Soul Gospel Performance,In The Ghetto,James Cleveland & The Southern California Community Choir,True
1555,Riot Ten;Crankdat,Own The Night,Own The Night,44,True,0.58,0.914,0.373,3.0032166667,Negativo,Media,2011,Best Country Album,Own The Night,Lady Antebellum,True
1556,Showtek;Mc DV8,Analogue Players In A Digital World,Own The Night,20,False,0.578,0.913,0.508,4.5501,Neutro,Media,2011,Best Country Album,Own The Night,Lady Antebellum,True
1557,Ramon Dona-Dio,Ramón Dona Dio y Sus Guitarras Mexicanas,Cielito Lindo,21,False,0.579,0.0763,0.784,2.3582166667,Positivo,Media,1989,Best Latin Pop Performance,Cielito Lindo,Jose Feliciano,True
1558,André Rieu,Vrijthofconcert,Cielito Lindo,19,False,0.566,0.506,0.609,3.1084333333,Positivo,Media,1989,Best Latin Pop Performance,Cielito Lindo,Jose Feliciano,True
1559,Pantera,Far Beyond Driven,Becoming,56,True,0.578,0.896,0.576,3.0848833333,Neutro,Media,2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Becoming,Michelle Obama,True
1560,LIK,Misanthropic Breed,Becoming,18,False,0.209,0.931,0.272,5.5666666667,Negativo,Baja,2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Becoming,Michelle Obama,True
1561,LeAnn Rimes,Greatest Hits,How Do I Live,69,False,0.577,0.462,0.258,4.44955,Negativo,Media,1997,Best Female Country Vocal Performance,How Do I Live,Trisha Yearwood,True
1562,Foo Fighters,One By One (Expanded Edition),All My Life,74,False,0.577,0.604,0.637,4.3906666667,Positivo,Media,2002,Best Hard Rock Performance,All My Life,Foo Fighters,True
1563,Foo Fighters,One By One (Expanded Edition),All My Life,74,False,0.577,0.604,0.637,4.3906666667,Positivo,Media,1990,Best Pop Performance By A Duo Or Group With Vocal,All My Life,Linda Ronstadt & Aaron Neville,True
1564,Huda Hudia;DJ30A,All My Life,All My Life,11,False,0.576,0.837,0.343,3.6609,Negativo,Media,2002,Best Hard Rock Performance,All My Life,Foo Fighters,True
1565,Huda Hudia;DJ30A,All My Life,All My Life,11,False,0.576,0.837,0.343,3.6609,Negativo,Media,1990,Best Pop Performance By A Duo Or Group With Vocal,All My Life,Linda Ronstadt & Aaron Neville,True
1566,Rhumba,Journey,Journey,24,False,0.577,0.436,0.229,3.7246166667,Negativo,Media,1994,Best Large Jazz Ensemble Performance,Journey,McCoy Tyner Big Band,True
1567,Mel Tormé,Christmas time but not Christmas songs 2022,Games People Play,0,False,0.576,0.462,0.881,2.7884666667,Positivo,Media,1969,Song Of The Year,Games People Play,,True
1568,Mel Tormé,Christmas time but not Christmas songs 2022,Games People Play,0,False,0.576,0.462,0.881,2.7884666667,Positivo,Media,1969,Best Contemporary Song,Games People Play,(Joe South),True
1569,Mel Tormé,Christmas time but not Christmas songs 2022,Games People Play,0,False,0.576,0.462,0.881,2.7884666667,Positivo,Media,1969,Best R&B Instrumental Performance,Games People Play,King Curtis,True
1570,Kettel,Ibb & Obb (Original Soundtrack),Clarity,35,False,0.576,0.533,0.0481,2.5796833333,Negativo,Media,2013,Best Dance Recording,Clarity,Zedd Featuring Foxes,True
1571,Vance Joy,Clarity,Clarity,69,False,0.552,0.873,0.62,3.7873333333,Positivo,Media,2013,Best Dance Recording,Clarity,Zedd Featuring Foxes,True
1572,Piano Peace,Piano Therapy: Spa & Sleep Healing,Clarity,28,False,0.526,0.0144,0.0844,3.5041666667,Negativo,Media,2013,Best Dance Recording,Clarity,Zedd Featuring Foxes,True
1573,Zedd;Foxes,Workout Hits 2023,Clarity,0,False,0.509,0.781,0.176,4.5237666667,Negativo,Media,2013,Best Dance Recording,Clarity,Zedd Featuring Foxes,True
1574,Lin-Manuel Miranda;Olga Merediz;Jimmy Smits;Daphne Rubin-Vega;Stephanie Beatriz;Dascha Polanco;Corey Hawkins;Gregory Diaz IV;Melissa Barrera;Anthony Ramos,In The Heights (Original Motion Picture Soundtrack),In The Heights,55,False,0.575,0.535,0.713,7.6939666667,Positivo,Media,2008,Best Musical Show Album,In The Heights,,True
1575,Cameron's Bedtime Classics,Dreamy Piano,La La Land,21,False,0.574,0.0353,0.185,4.1275,Negativo,Media,2017,Best Compilation Soundtrack For Visual Media,La La Land,(Various Artists),True
1576,Cameron's Bedtime Classics,Dreamy Piano,La La Land,21,False,0.574,0.0353,0.185,4.1275,Negativo,Media,2017,Best Score Soundtrack For Visual Media,La La Land,,True
1577,The Po' Ramblin' Boys,"Toil, Tears & Trouble","Toil, Tears & Trouble",22,False,0.572,0.799,0.697,2.6751,Positivo,Media,2019,Best Bluegrass Album,"Toil, Tears & Trouble",The Po’ Ramblin’ Boys,True
1578,Tiger Stripes,Nocturnes,Nocturne,42,False,0.572,0.837,0.0358,4.0148,Negativo,Media,2001,Best Latin Jazz Album,Nocturne,Charlie Haden,True
1579,Julian Lage,Arclight,Nocturne,47,False,0.486,0.48,0.215,3.3169166667,Negativo,Media,2001,Best Latin Jazz Album,Nocturne,Charlie Haden,True
1580,Blanco White,Nocturne EP,Nocturne,52,False,0.48,0.303,0.192,4.4771,Negativo,Media,2001,Best Latin Jazz Album,Nocturne,Charlie Haden,True
1581,Worakls,Nocturne,Nocturne,44,False,0.466,0.504,0.3,9.14285,Negativo,Media,2001,Best Latin Jazz Album,Nocturne,Charlie Haden,True
1582,Keeno,Life Cycle,Nocturne,39,False,0.395,0.869,0.0367,5.6266666667,Negativo,Baja,2001,Best Latin Jazz Album,Nocturne,Charlie Haden,True
1583,Secret Garden,Songs From A Secret Garden,Nocturne,57,False,0.219,0.298,0.154,3.228,Negativo,Baja,2001,Best Latin Jazz Album,Nocturne,Charlie Haden,True
1584,The Minions,Despicable Me 2 (Original Motion Picture Soundtrack),I Swear,63,False,0.572,0.417,0.129,1.63685,Negativo,Media,1994,Best Pop Performance By A Duo Or Group With Vocal,I Swear,All-4-One,True
1585,The Minions,Despicable Me 2 (Original Motion Picture Soundtrack),I Swear,63,False,0.572,0.417,0.129,1.63685,Negativo,Media,1994,Best Country Song,I Swear,,True
1586,The Bamboos,Tighten Up - Single,Tighten Up,18,False,0.569,0.949,0.968,3.8493333333,Positivo,Media,2010,Best Rock Performance By A Duo Or Group With Vocals,Tighten Up,The Black Keys,True
1587,The Black Keys,Brothers (Deluxe Remastered Anniversary Edition),Tighten Up,61,False,0.517,0.711,0.582,3.5222666667,Neutro,Media,2010,Best Rock Performance By A Duo Or Group With Vocals,Tighten Up,The Black Keys,True
1588,Pop Evil,Breathe Again,Breathe Again,54,False,0.569,0.89,0.648,3.1906666667,Positivo,Media,1994,Best Female R&B Vocal Performance,Breathe Again,Toni Braxton,True
1589,Man Cub,Breathe Again,Breathe Again,50,False,0.489,0.825,0.311,3.5216666667,Negativo,Media,1994,Best Female R&B Vocal Performance,Breathe Again,Toni Braxton,True
1590,Sara Bareilles,Kaleidoscope Heart,Breathe Again,51,False,0.366,0.482,0.278,4.9713333333,Negativo,Baja,1994,Best Female R&B Vocal Performance,Breathe Again,Toni Braxton,True
1591,Avoure,This Time / Ray,Ray,47,False,0.568,0.714,0.515,6.9107666667,Neutro,Media,2005,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Ray,Ray Charles,True
1592,Avoure,This Time / Ray,Ray,47,False,0.568,0.714,0.515,6.9107666667,Neutro,Media,2005,"Best Score Soundtrack Album For Motion Picture, Television Or Other Visual Media",Ray,,True
1593,PassCode,Ex libris PassCode,Ray,42,False,0.451,0.981,0.329,3.7751,Negativo,Media,2005,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Ray,Ray Charles,True
1594,PassCode,Ex libris PassCode,Ray,42,False,0.451,0.981,0.329,3.7751,Negativo,Media,2005,"Best Score Soundtrack Album For Motion Picture, Television Or Other Visual Media",Ray,,True
1595,Sara Farell,Sunflower,Sunflower,51,False,0.568,0.213,0.302,3.0316166667,Negativo,Media,2019,Record Of The Year,Sunflower,Post Malone & Swae Lee,True
1596,Sara Farell,Sunflower,Sunflower,51,False,0.568,0.213,0.302,3.0316166667,Negativo,Media,2019,Best Pop Duo/Group Performance,Sunflower,Post Malone & Swae Lee,True
1597,Joy Williams,Front Porch,Front Porch,64,False,0.567,0.224,0.2,3.86355,Negativo,Media,2019,Best Folk Album,Front Porch,Joy Williams,True
1598,TOOL,Lateralus,Schism,70,False,0.567,0.714,0.191,6.72555,Negativo,Media,2001,Best Metal Performance,Schism,Tool,True
1599,Redeyes,All Alone / Behind Closed Doors,Behind Closed Doors,21,False,0.564,0.747,0.474,6.0287333333,Neutro,Media,1973,"Best Country Vocal Performance, Male",Behind Closed Doors,Charlie Rich,True
1600,Redeyes,All Alone / Behind Closed Doors,Behind Closed Doors,21,False,0.564,0.747,0.474,6.0287333333,Neutro,Media,1973,Best Country Song,Behind Closed Doors,,True
1601,Charlie Rich,Love Songs,Behind Closed Doors,55,False,0.492,0.329,0.589,2.9111,Neutro,Media,1973,"Best Country Vocal Performance, Male",Behind Closed Doors,Charlie Rich,True
1602,Charlie Rich,Love Songs,Behind Closed Doors,55,False,0.492,0.329,0.589,2.9111,Neutro,Media,1973,Best Country Song,Behind Closed Doors,,True
1603,Wormrot,Hiss,Behind Closed Doors,37,True,0.278,0.946,0.199,1.4631,Negativo,Baja,1973,"Best Country Vocal Performance, Male",Behind Closed Doors,Charlie Rich,True
1604,Wormrot,Hiss,Behind Closed Doors,37,True,0.278,0.946,0.199,1.4631,Negativo,Baja,1973,Best Country Song,Behind Closed Doors,,True
1605,Rag'n'Bone Man,Human (Deluxe),Skin,68,False,0.564,0.745,0.351,3.9937666667,Negativo,Media,2016,Best Dance/Electronic Album,Skin,Flume,True
1606,The Score,Pressure,Glory,60,False,0.564,0.613,0.48,2.7782166667,Neutro,Media,2015,Best Song Written For Visual Media,Glory,"Lonnie Lynn, Che Smith & John Stephens, songwriters (Common & John Legend)",True
1607,The Score,Pressure,Glory,60,False,0.564,0.613,0.48,2.7782166667,Neutro,Media,1990,Best Instrumental Composition Written For A Motion Picture Or For Television,Glory,,True
1608,The Interrupters,Bad Guy,Bad Guy,57,False,0.563,0.814,0.796,2.6305166667,Positivo,Media,2019,Record Of The Year,Bad Guy,Billie Eilish,True
1609,The Interrupters,Bad Guy,Bad Guy,57,False,0.563,0.814,0.796,2.6305166667,Positivo,Media,2019,Song Of The Year,Bad Guy,,True
1610,The Interrupters,Bad Guy,Bad Guy,57,False,0.563,0.814,0.796,2.6305166667,Positivo,Media,2019,Best Pop Solo Performance,Bad Guy,Billie Eilish,True
1611,Boyz II Men,Los Clásicos del Pop 90s,I'll Make Love To You,2,False,0.562,0.512,0.189,4.0964333333,Negativo,Media,1994,Best R&B Performance By A Duo Or Group With Vocal,I'll Make Love To You,Boyz II Men,True
1612,Boyz II Men,Los Clásicos del Pop 90s,I'll Make Love To You,2,False,0.562,0.512,0.189,4.0964333333,Negativo,Media,1994,Best Rhythm & Blues Song,I'll Make Love To You,,True
1613,Andrew Foy,Best Covers,Shape Of You,24,False,0.561,0.284,0.825,3.6743166667,Positivo,Media,2017,Best Pop Solo Performance,Shape Of You,Ed Sheeran,True
1614,MYRNE;Cozi Zuehlsdorff,Confessions,Confessions,43,False,0.561,0.942,0.55,4.3344,Neutro,Media,2004,Best Contemporary R&B Album,Confessions,Usher,True
1615,TV Girl,French Exit,Lovers Rock,83,False,0.559,0.871,0.572,3.5653333333,Neutro,Media,2001,Best Pop Vocal Album,Lovers Rock,Sade,True
1616,Momentum,Momentum,Relapse,28,True,0.559,0.945,0.285,4.1820166667,Negativo,Media,2009,Best Rap Album,Relapse,Eminem,True
1617,Wage War,Manic,Relapse,57,False,0.496,0.962,0.174,2.9877666667,Negativo,Media,2009,Best Rap Album,Relapse,Eminem,True
1618,NURKO;Dia Frampton,Faith,Faith,45,False,0.558,0.608,0.371,4.17785,Negativo,Media,1988,Album Of The Year,Faith,George Michael,True
1619,Ghost,Release Your ANGER,Faith,6,False,0.355,0.823,0.229,4.4951,Negativo,Baja,1988,Album Of The Year,Faith,George Michael,True
1620,João Gilberto,Legacy,Desafinado,22,False,0.558,0.212,0.687,2.0488833333,Positivo,Media,1962,Best Jazz Performance - Soloist Or Small Group (Instrumental),Desafinado,Stan Getz,True
1621,Thin Lizzy;Derek Varnals,Shades Of A Blue Orphanage,Whiskey In The Jar,64,False,0.557,0.693,0.747,5.7531,Positivo,Media,1999,Best Hard Rock Performance,Whiskey In The Jar,Metallica,True
1622,Metallica,Garage Inc.,Whiskey In The Jar,75,False,0.511,0.97,0.566,5.0782166667,Neutro,Media,1999,Best Hard Rock Performance,Whiskey In The Jar,Metallica,True
1623,Adele,21,Someone Like You,81,False,0.556,0.319,0.294,4.754,Negativo,Media,2011,Best Pop Solo Performance,Someone Like You,Adele,True
1624,Boyce Avenue,"Cover Sessions, Vol. 2",Someone Like You,57,False,0.439,0.207,0.264,4.6024333333,Negativo,Media,2011,Best Pop Solo Performance,Someone Like You,Adele,True
1625,Cupid,Time for a Change,Someone Like You,9,False,0.373,0.646,0.353,3.5306666667,Negativo,Baja,2011,Best Pop Solo Performance,Someone Like You,Adele,True
1626,Isla Bell,Keyside,Someone Like You,43,False,0.288,0.0154,0.0656,5.3376166667,Negativo,Baja,2011,Best Pop Solo Performance,Someone Like You,Adele,True
1627,Red Hot Chili Peppers,Stadium Arcadium,Dani California,78,False,0.556,0.913,0.73,4.7026666667,Positivo,Media,2006,Best Rock Performance By A Duo Or Group With Vocal,Dani California,Red Hot Chili Peppers,True
1628,Red Hot Chili Peppers,Stadium Arcadium,Dani California,78,False,0.556,0.913,0.73,4.7026666667,Positivo,Media,2006,Best Rock Song,Dani California,,True
1629,Ghost,Meliora,Cirice,63,False,0.555,0.798,0.284,6.0348833333,Negativo,Media,2015,Best Metal Performance,Cirice,Ghost,True
1630,Onur Ormen;Nieko,Lose Yourself,Lose Yourself,41,False,0.554,0.872,0.429,2.3764666667,Neutro,Media,2003,Best Male Rap Solo Performance,Lose Yourself,Eminem,True
1631,Onur Ormen;Nieko,Lose Yourself,Lose Yourself,41,False,0.554,0.872,0.429,2.3764666667,Neutro,Media,2003,Best Rap Song,Lose Yourself,,True
1632,The Osborne Brothers;Mac Wiseman,100 Greatest Bluegrass Hits,Midnight Flyer,19,False,0.553,0.499,0.891,2.0182166667,Positivo,Media,1959,"Best Performance By A ""Top 40"" Artist",Midnight Flyer,"Nat ""King"" Cole",True
1633,Fall Out Boy,Save Rock And Roll,Alone Together,60,False,0.552,0.915,0.606,3.3902166667,Positivo,Media,2019,Best Jazz Vocal Album,Alone Together,Catherine Russell,True
1634,Dan + Shay,Good Times Country,Alone Together,0,False,0.541,0.871,0.666,2.8573333333,Positivo,Media,2019,Best Jazz Vocal Album,Alone Together,Catherine Russell,True
1635,Siavash Amini;Matt Finney,Gospel,Alone Together,0,False,0.0743,0.135,0.032,10.0571333333,Negativo,Baja,2019,Best Jazz Vocal Album,Alone Together,Catherine Russell,True
1636,Ray Price,Golden Hits,Funny How Time Slips Away,19,False,0.551,0.259,0.426,2.89555,Neutro,Media,1994,Best Pop Vocal Collaboration,Funny How Time Slips Away,Al Green & Lyle Lovett,True
1637,Oba Reengy;Yoski,Rejoice,Rejoice,20,False,0.55,0.557,0.439,2.9178666667,Neutro,Media,1980,"Best Soul Gospel Performance, Contemporary",Rejoice,Shirley Caesar,True
1638,Yiruma,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),I,44,False,0.548,0.131,0.143,4.1753333333,Negativo,Media,2014,Best Rap Performance,I,Kendrick Lamar,True
1639,Yiruma,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),I,44,False,0.548,0.131,0.143,4.1753333333,Negativo,Media,2014,Best Rap Song,I,,True
1640,Aphex Twin,Selected Ambient Works 85-92,I,55,False,0.183,0.0896,0.0326,1.2891,Negativo,Baja,2014,Best Rap Performance,I,Kendrick Lamar,True
1641,Aphex Twin,Selected Ambient Works 85-92,I,55,False,0.183,0.0896,0.0326,1.2891,Negativo,Baja,2014,Best Rap Song,I,,True
1642,Simon Webbe,Sanctuary,After All This Time,45,False,0.544,0.782,0.82,3.6044333333,Positivo,Media,1989,Best Country Song,After All This Time,,True
1643,Dallas Stars,The Rising,The Rising,56,False,0.542,0.863,0.431,3.6696,Neutro,Media,2002,Best Male Rock Vocal Performance,The Rising,Bruce Springsteen,True
1644,Dallas Stars,The Rising,The Rising,56,False,0.542,0.863,0.431,3.6696,Neutro,Media,2002,Best Rock Song,The Rising,,True
1645,Dallas Stars,The Rising,The Rising,56,False,0.542,0.863,0.431,3.6696,Neutro,Media,2002,Best Rock Album,The Rising,Bruce Springsteen,True
1646,Thelonious Monk,"Genius Of Modern Music (Vol.1, Expanded Edition)",'Round Midnight,54,False,0.542,0.32,0.206,3.2306666667,Negativo,Media,1992,Best Jazz Vocal Performance,'Round Midnight,Bobby McFerrin,True
1647,Thelonious Monk,"Genius Of Modern Music (Vol.1, Expanded Edition)",'Round Midnight,54,False,0.542,0.32,0.206,3.2306666667,Negativo,Media,1986,"Best Jazz Vocal Performance, Male",'Round Midnight,Bobby McFerrin,True
1648,Baden Powell,Three Originals: Tristeza on Guitar / Poema on Guitar / Apaixonado,'Round Midnight,22,False,0.392,0.0859,0.134,5.54355,Negativo,Baja,1992,Best Jazz Vocal Performance,'Round Midnight,Bobby McFerrin,True
1649,Baden Powell,Three Originals: Tristeza on Guitar / Poema on Guitar / Apaixonado,'Round Midnight,22,False,0.392,0.0859,0.134,5.54355,Negativo,Baja,1986,"Best Jazz Vocal Performance, Male",'Round Midnight,Bobby McFerrin,True
1650,Nusrat Fateh Ali Khan;Tery Bina,Mustt Mustt (Real World Gold),Nothing Without You,45,False,0.542,0.401,0.764,5.1211,Positivo,Media,2004,Best Contemporary Soul Gospel Album,Nothing Without You,Smokie Norful,True
1651,The Gathering,How to Measure a Planet? (Deluxe Edition),Marooned,22,False,0.54,0.54,0.156,5.9322166667,Negativo,Media,1994,Best Rock Instrumental Performance,Marooned,Pink Floyd,True
1652,Pink Floyd,The Division Bell,Marooned,56,False,0.396,0.341,0.148,5.5064166667,Negativo,Baja,1994,Best Rock Instrumental Performance,Marooned,Pink Floyd,True
1653,Idlefon,COLDSTREAM,Marooned,1,False,0.171,0.593,0.0383,4.8566666667,Negativo,Baja,1994,Best Rock Instrumental Performance,Marooned,Pink Floyd,True
1654,Brenda Lee,"...""Let Me Sing""",Break It To Me Gently,59,False,0.539,0.26,0.492,2.7333333333,Neutro,Media,1982,"Best Country Vocal Performance, Female",Break It To Me Gently,Juice Newton,True
1655,Glee Cast,"Glee: The Music, The Complete Season Two",Back To Black,46,False,0.538,0.721,0.33,3.9884333333,Negativo,Media,2007,Best Pop Vocal Album,Back To Black,Amy Winehouse,True
1656,Amy Winehouse,Back To Black,Back To Black,73,True,0.49,0.725,0.335,4.0073333333,Negativo,Media,2007,Best Pop Vocal Album,Back To Black,Amy Winehouse,True
1657,System Of A Down,Mezmerize,B.Y.O.B.,77,True,0.538,0.981,0.711,4.2577666667,Positivo,Media,2005,Best Hard Rock Performance,B.Y.O.B.,System Of A Down,True
1658,Little Big Town,Christmas Country Songs 2022,Go Tell It On The Mountain,0,False,0.538,0.881,0.392,3.8333333333,Negativo,Media,2003,Best Traditional Soul Gospel Album,Go Tell It On The Mountain,The Blind Boys Of Alabama,True
1659,Josh Turner,Country Christmas Greatest Hits,Go Tell It On The Mountain,1,False,0.508,0.485,0.808,2.8957666667,Positivo,Media,2003,Best Traditional Soul Gospel Album,Go Tell It On The Mountain,The Blind Boys Of Alabama,True
1660,Blake Shelton,Single Saturday Night - Country Songs,God's Country,0,False,0.537,0.754,0.212,3.4133333333,Negativo,Media,2019,Best Country Solo Performance,God's Country,Blake Shelton,True
1661,The Civil Wars,Between The Bars (EP),Billie Jean,57,False,0.532,0.203,0.543,4.332,Neutro,Media,1983,"Best R&B Vocal Performance, Male",Billie Jean,Michael Jackson,True
1662,The Civil Wars,Between The Bars (EP),Billie Jean,57,False,0.532,0.203,0.543,4.332,Neutro,Media,1983,Best Rhythm & Blues Song,Billie Jean,,True
1663,Chris Cornell,Carry On,Billie Jean,53,False,0.52,0.619,0.367,4.68955,Negativo,Media,1983,"Best R&B Vocal Performance, Male",Billie Jean,Michael Jackson,True
1664,Chris Cornell,Carry On,Billie Jean,53,False,0.52,0.619,0.367,4.68955,Negativo,Media,1983,Best Rhythm & Blues Song,Billie Jean,,True
1665,The Chainsmokers;Daya,Don't Let Me Down,Don't Let Me Down,80,False,0.532,0.869,0.422,3.4728833333,Neutro,Media,2016,Best Dance Recording,Don't Let Me Down,The Chainsmokers Featuring Daya,True
1666,Sheryl Crow,Los Clásicos del Pop 90s,If It Makes You Happy,1,False,0.53,0.753,0.306,5.4228833333,Negativo,Media,1996,Best Female Rock Vocal Performance,If It Makes You Happy,Sheryl Crow,True
1667,David Guetta;Sam Martin,10's Dance Classics,Dangerous,0,False,0.53,0.747,0.434,3.3940166667,Neutro,Media,1992,Best Engineered Album - Non-Classical,Dangerous,,True
1668,Royal Deluxe,Born for This,Dangerous,48,False,0.521,0.484,0.758,3.66955,Positivo,Media,1992,Best Engineered Album - Non-Classical,Dangerous,,True
1669,Maduk;Nymfo,Crossroads / Ordinary Ways,Crossroads,19,False,0.529,0.932,0.2,5.2242666667,Negativo,Media,1988,Best Album Notes,Crossroads,,True
1670,Maduk;Nymfo,Crossroads / Ordinary Ways,Crossroads,19,False,0.529,0.932,0.2,5.2242666667,Negativo,Media,1988,Best Historical Album,Crossroads,,True
1671,MBW,Crossroads,Crossroads,38,False,0.47,0.705,0.119,4.0026333333,Negativo,Media,1988,Best Album Notes,Crossroads,,True
1672,MBW,Crossroads,Crossroads,38,False,0.47,0.705,0.119,4.0026333333,Negativo,Media,1988,Best Historical Album,Crossroads,,True
1673,Jim Brickman,Destiny,Crossroads,25,False,0.382,0.298,0.382,3.1126666667,Negativo,Baja,1988,Best Album Notes,Crossroads,,True
1674,Jim Brickman,Destiny,Crossroads,25,False,0.382,0.298,0.382,3.1126666667,Negativo,Baja,1988,Best Historical Album,Crossroads,,True
1675,Hugo,Old Tyme Religion,99 Problems,62,False,0.529,0.557,0.592,2.2904333333,Neutro,Media,2004,Best Rap Solo Performance,99 Problems,Jay-Z,True
1676,Novo Amor,"Woodgate, NY",Weather,62,False,0.527,0.242,0.112,3.8671,Negativo,Media,2019,Best Dance/Electronic Album,Weather,Tycho Featuring Saint Sinner,True
1677,Jade Key;BrillLion;Wildberry,Last Dance,Last Dance,33,False,0.525,0.837,0.398,3.6413666667,Negativo,Media,1997,Best Pop Instrumental Performance,Last Dance,Sarah McLachlan,True
1678,Jade Key;BrillLion;Wildberry,Last Dance,Last Dance,33,False,0.525,0.837,0.398,3.6413666667,Negativo,Media,1978,"Best R&B Vocal Performance, Female",Last Dance,Donna Summer,True
1679,Jade Key;BrillLion;Wildberry,Last Dance,Last Dance,33,False,0.525,0.837,0.398,3.6413666667,Negativo,Media,1978,Best Rhythm & Blues Song,Last Dance,,True
1680,Joep Beving,Hermetism,Last Dance,52,False,0.505,0.104,0.255,3.1546666667,Negativo,Media,1997,Best Pop Instrumental Performance,Last Dance,Sarah McLachlan,True
1681,Joep Beving,Hermetism,Last Dance,52,False,0.505,0.104,0.255,3.1546666667,Negativo,Media,1978,"Best R&B Vocal Performance, Female",Last Dance,Donna Summer,True
1682,Joep Beving,Hermetism,Last Dance,52,False,0.505,0.104,0.255,3.1546666667,Negativo,Media,1978,Best Rhythm & Blues Song,Last Dance,,True
1683,Eve,Otogi,Last Dance,58,False,0.497,0.838,0.82,4.0082666667,Positivo,Media,1997,Best Pop Instrumental Performance,Last Dance,Sarah McLachlan,True
1684,Eve,Otogi,Last Dance,58,False,0.497,0.838,0.82,4.0082666667,Positivo,Media,1978,"Best R&B Vocal Performance, Female",Last Dance,Donna Summer,True
1685,Eve,Otogi,Last Dance,58,False,0.497,0.838,0.82,4.0082666667,Positivo,Media,1978,Best Rhythm & Blues Song,Last Dance,,True
1686,Wu Bai,愛情的盡頭,Last Dance,54,False,0.463,0.62,0.492,4.52555,Neutro,Media,1997,Best Pop Instrumental Performance,Last Dance,Sarah McLachlan,True
1687,Wu Bai,愛情的盡頭,Last Dance,54,False,0.463,0.62,0.492,4.52555,Neutro,Media,1978,"Best R&B Vocal Performance, Female",Last Dance,Donna Summer,True
1688,Wu Bai,愛情的盡頭,Last Dance,54,False,0.463,0.62,0.492,4.52555,Neutro,Media,1978,Best Rhythm & Blues Song,Last Dance,,True
1689,ABC,The Cure and the Forest of Relapse,Last Dance,24,False,0.382,0.742,0.437,2.9703,Neutro,Baja,1997,Best Pop Instrumental Performance,Last Dance,Sarah McLachlan,True
1690,ABC,The Cure and the Forest of Relapse,Last Dance,24,False,0.382,0.742,0.437,2.9703,Neutro,Baja,1978,"Best R&B Vocal Performance, Female",Last Dance,Donna Summer,True
1691,ABC,The Cure and the Forest of Relapse,Last Dance,24,False,0.382,0.742,0.437,2.9703,Neutro,Baja,1978,Best Rhythm & Blues Song,Last Dance,,True
1692,The Beatles,Yellow Submarine Songtrack,Eleanor Rigby,68,False,0.521,0.301,0.621,2.0871,Positivo,Media,1966,Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,Eleanor Rigby,Paul McCartney,True
1693,Bob Mould,Black Sheets Of Rain,It's Too Late,25,False,0.521,0.88,0.482,4.0622166667,Neutro,Media,1971,Record Of The Year,It's Too Late,Carole King,True
1694,Floyd Cramer,The Essential Floyd Cramer,Java,14,False,0.519,0.644,0.967,2.0304333333,Positivo,Media,1963,Best Performance By An Orchestra Or Instrumentalist With Orchestra - Primarily Not Jazz Or For Dancing,Java,Al Hirt,True
1695,Carrie Underwood,Some Hearts,Before He Cheats,78,False,0.519,0.749,0.29,3.3324333333,Negativo,Media,2007,Best Female Country Vocal Performance,Before He Cheats,Carrie Underwood,True
1696,Carrie Underwood,Some Hearts,Before He Cheats,78,False,0.519,0.749,0.29,3.3324333333,Negativo,Media,2007,Best Country Song,Before He Cheats,,True
1697,AC/DC,Black Ice,War Machine,61,False,0.518,0.718,0.531,3.1631,Neutro,Media,2009,Best Hard Rock Performance,War Machine,AC/DC,True
1698,Sweet Little Band,Coldplay For Babies,In My Place,32,False,0.517,0.275,0.181,3.2081666667,Negativo,Media,2002,Best Rock Performance By A Duo Or Group With Vocal,In My Place,Coldplay,True
1699,Maren Morris,HERO (Deluxe Edition),My Church,69,False,0.517,0.743,0.664,3.2988333333,Positivo,Media,2016,Best Country Solo Performance,My Church,Maren Morris,True
1700,Don Henley,80s Bangers Vol. 1,The Boys Of Summer,1,False,0.516,0.775,0.858,4.80555,Positivo,Media,1985,"Best Rock Vocal Performance, Male",The Boys Of Summer,Don Henley,True
1701,Jimi Hendrix,Axis: Bold As Love,Little Wing,71,False,0.515,0.534,0.426,2.4291,Neutro,Media,1992,Best Rock Instrumental Performance,Little Wing,Stevie Ray Vaughan & Double Trouble,True
1702,Stevie Ray Vaughan,Couldn't Stand The Weather (Legacy Edition),Little Wing,61,False,0.475,0.383,0.524,6.808,Neutro,Media,1992,Best Rock Instrumental Performance,Little Wing,Stevie Ray Vaughan & Double Trouble,True
